continente,pais,year,mes,casos,muertes,mortalidad,num_mes,consecutivo_mes
South America,Argentina,2020,ene,0,0,0,1,1
Oceania,Australia,2020,ene,9,0,0,1,1
Asia,Cambodia,2020,ene,1,0,0,1,1
North America,Canada,2020,ene,4,0,0,1,1
Asia,China,2020,ene,9236,196,2,1,1
Europe,Estonia,2020,ene,0,0,0,1,1
Oceania,Fiji,2020,ene,0,0,0,1,1
Europe,Finland,2020,ene,1,0,0,1,1
Europe,France,2020,ene,5,0,0,1,1
Europe,Germany,2020,ene,5,0,0,1,1
Europe,Guernsey,2021,ene,0,0,0,1,1
Asia,Hong Kong,2020,ene,12,0,0,1,1
Asia,India,2020,ene,1,0,0,1,1
Europe,Italy,2020,ene,2,0,0,1,1
Asia,Japan,2020,ene,13,0,0,1,1
Europe,Latvia,2020,ene,0,0,0,1,1
Asia,Macao,2020,ene,6,0,0,1,1
Asia,Malaysia,2020,ene,8,0,0,1,1
North America,Mexico,2020,ene,0,0,0,1,1
Oceania,Micronesia (country),2021,ene,1,0,0,1,1
Asia,Nepal,2020,ene,1,0,0,1,1
Asia,Northern Cyprus,2021,ene,0,0,0,1,1
Asia,Philippines,2020,ene,1,0,0,1,1
Europe,Russia,2020,ene,2,0,0,1,1
Asia,Singapore,2020,ene,13,0,0,1,1
Asia,South Korea,2020,ene,10,0,0,1,1
Asia,Sri Lanka,2020,ene,1,0,0,1,1
Asia,Taiwan,2020,ene,9,0,0,1,1
Asia,Thailand,2020,ene,15,0,0,1,1
Asia,United Arab Emirates,2020,ene,4,0,0,1,1
Europe,United Kingdom,2020,ene,2,1,50,1,1
North America,United States,2020,ene,7,0,0,1,1
Asia,Vietnam,2020,ene,2,0,0,1,1
Africa,Algeria,2020,feb,1,0,0,2,2
Africa,Egypt,2020,feb,1,0,0,2,2
Africa,Morocco,2020,feb,0,0,0,2,2
Africa,Nigeria,2020,feb,1,0,0,2,2
Africa,Senegal,2020,feb,0,0,0,2,2
Africa,South Africa,2020,feb,0,0,0,2,2
Asia,Afghanistan,2020,feb,5,0,0,2,2
Asia,Armenia,2020,feb,0,0,0,2,2
Asia,Bahrain,2020,feb,41,0,0,2,2
Asia,Cambodia,2020,feb,0,0,0,2,2
Asia,China,2020,feb,69468,2622,4,2,2
Asia,Georgia,2020,feb,1,0,0,2,2
Asia,Hong Kong,2020,feb,83,2,2,2,2
Asia,India,2020,feb,2,0,0,2,2
Asia,Iran,2020,feb,593,43,7,2,2
Asia,Iraq,2020,feb,13,0,0,2,2
Asia,Israel,2020,feb,6,0,0,2,2
Asia,Japan,2020,feb,230,6,3,2,2
Asia,Kuwait,2020,feb,45,0,0,2,2
Asia,Lebanon,2020,feb,4,0,0,2,2
Asia,Macao,2020,feb,3,0,0,2,2
Asia,Malaysia,2020,feb,21,0,0,2,2
Asia,Nepal,2020,feb,0,0,0,2,2
Asia,Northern Cyprus,2021,feb,0,0,0,2,2
Asia,Oman,2020,feb,6,0,0,2,2
Asia,Pakistan,2020,feb,4,0,0,2,2
Asia,Philippines,2020,feb,2,1,50,2,2
Asia,Qatar,2020,feb,1,0,0,2,2
Asia,Singapore,2020,feb,89,0,0,2,2
Asia,South Korea,2020,feb,3139,16,1,2,2
Asia,Sri Lanka,2020,feb,0,0,0,2,2
Asia,Taiwan,2020,feb,29,1,3,2,2
Asia,Thailand,2020,feb,23,0,0,2,2
Asia,Turkmenistan,2021,feb,0,0,0,2,2
Asia,United Arab Emirates,2020,feb,17,0,0,2,2
Asia,Vietnam,2020,feb,14,0,0,2,2
Europe,Albania,2020,feb,0,0,0,2,2
Europe,Austria,2020,feb,4,0,0,2,2
Europe,Belarus,2020,feb,1,0,0,2,2
Europe,Belgium,2020,feb,1,0,0,2,2
Europe,Croatia,2020,feb,6,0,0,2,2
Europe,Denmark,2020,feb,3,0,0,2,2
Europe,Estonia,2020,feb,1,0,0,2,2
Europe,Finland,2020,feb,7,0,0,2,2
Europe,France,2020,feb,95,2,2,2,2
Europe,Germany,2020,feb,61,0,0,2,2
Europe,Greece,2020,feb,4,0,0,2,2
Europe,Guernsey,2021,feb,0,0,0,2,2
Europe,Iceland,2020,feb,1,0,0,2,2
Europe,Ireland,2020,feb,1,0,0,2,2
Europe,Italy,2020,feb,1126,29,3,2,2
Europe,Latvia,2020,feb,0,0,0,2,2
Europe,Luxembourg,2020,feb,1,0,0,2,2
Europe,Monaco,2020,feb,1,0,0,2,2
Europe,Netherlands,2020,feb,10,0,0,2,2
Europe,North Macedonia,2020,feb,1,0,0,2,2
Europe,Norway,2020,feb,15,0,0,2,2
Europe,Romania,2020,feb,3,0,0,2,2
Europe,Russia,2020,feb,0,0,0,2,2
Europe,San Marino,2020,feb,1,1,100,2,2
Europe,Serbia,2020,feb,0,0,0,2,2
Europe,Slovenia,2020,feb,0,0,0,2,2
Europe,Spain,2020,feb,45,0,0,2,2
Europe,Sweden,2020,feb,14,0,0,2,2
Europe,Switzerland,2020,feb,18,0,0,2,2
Europe,United Kingdom,2020,feb,59,2,3,2,2
North America,Canada,2020,feb,29,0,0,2,2
North America,Guatemala,2020,feb,0,0,0,2,2
North America,Mexico,2020,feb,4,0,0,2,2
North America,United States,2020,feb,17,1,6,2,2
Oceania,Australia,2020,feb,16,0,0,2,2
Oceania,Fiji,2020,feb,0,0,0,2,2
Oceania,Micronesia (country),2021,feb,0,0,0,2,2
Oceania,New Zealand,2020,feb,1,0,0,2,2
South America,Argentina,2020,feb,0,0,0,2,2
South America,Brazil,2020,feb,2,0,0,2,2
South America,Chile,2020,feb,2,0,0,2,2
Africa,Algeria,2020,mar,715,44,6,3,3
Africa,Angola,2020,mar,7,2,29,3,3
Africa,Benin,2020,mar,9,0,0,3,3
Africa,Botswana,2020,mar,4,1,25,3,3
Africa,Burkina Faso,2020,mar,261,14,5,3,3
Africa,Burundi,2020,mar,2,0,0,3,3
Africa,Cameroon,2020,mar,193,6,3,3,3
Africa,Cape Verde,2020,mar,6,1,17,3,3
Africa,Central African Republic,2020,mar,3,0,0,3,3
Africa,Chad,2020,mar,7,0,0,3,3
Africa,Congo,2020,mar,19,0,0,3,3
Africa,Cote d'Ivoire,2020,mar,179,1,1,3,3
Africa,Democratic Republic of Congo,2020,mar,98,8,8,3,3
Africa,Djibouti,2020,mar,30,0,0,3,3
Africa,Egypt,2020,mar,709,46,6,3,3
Africa,Equatorial Guinea,2020,mar,12,0,0,3,3
Africa,Eritrea,2020,mar,15,0,0,3,3
Africa,Eswatini,2020,mar,9,0,0,3,3
Africa,Ethiopia,2020,mar,26,0,0,3,3
Africa,Gabon,2020,mar,16,1,6,3,3
Africa,Gambia,2020,mar,4,1,25,3,3
Africa,Ghana,2020,mar,161,5,3,3,3
Africa,Guinea,2020,mar,22,0,0,3,3
Africa,Guinea-Bissau,2020,mar,8,0,0,3,3
Africa,Kenya,2020,mar,59,1,2,3,3
Africa,Liberia,2020,mar,6,0,0,3,3
Africa,Libya,2020,mar,10,0,0,3,3
Africa,Madagascar,2020,mar,57,0,0,3,3
Africa,Malawi,2020,mar,0,0,0,3,3
Africa,Mali,2020,mar,28,2,7,3,3
Africa,Mauritania,2020,mar,6,1,17,3,3
Africa,Mauritius,2020,mar,125,3,2,3,3
Africa,Morocco,2020,mar,617,36,6,3,3
Africa,Mozambique,2020,mar,8,0,0,3,3
Africa,Namibia,2020,mar,11,0,0,3,3
Africa,Niger,2020,mar,27,3,11,3,3
Africa,Nigeria,2020,mar,134,2,1,3,3
Africa,Rwanda,2020,mar,75,0,0,3,3
Africa,Senegal,2020,mar,175,0,0,3,3
Africa,Seychelles,2020,mar,11,0,0,3,3
Africa,Sierra Leone,2020,mar,1,0,0,3,3
Africa,Somalia,2020,mar,5,0,0,3,3
Africa,South Africa,2020,mar,1353,5,0,3,3
Africa,Sudan,2020,mar,7,2,29,3,3
Africa,Tanzania,2020,mar,19,1,5,3,3
Africa,Togo,2020,mar,34,1,3,3,3
Africa,Tunisia,2020,mar,394,10,3,3,3
Africa,Uganda,2020,mar,44,0,0,3,3
Africa,Zambia,2020,mar,35,0,0,3,3
Africa,Zimbabwe,2020,mar,8,1,13,3,3
Asia,Afghanistan,2020,mar,163,4,2,3,3
Asia,Armenia,2020,mar,532,3,1,3,3
Asia,Azerbaijan,2020,mar,298,5,2,3,3
Asia,Bahrain,2020,mar,526,4,1,3,3
Asia,Bangladesh,2020,mar,51,5,10,3,3
Asia,Bhutan,2020,mar,4,0,0,3,3
Asia,Brunei,2020,mar,129,1,1,3,3
Asia,Cambodia,2020,mar,108,0,0,3,3
Asia,China,2020,mar,3814,484,13,3,3
Asia,Georgia,2020,mar,109,0,0,3,3
Asia,Hong Kong,2020,mar,585,2,0,3,3
Asia,India,2020,mar,1394,36,3,3,3
Asia,Indonesia,2020,mar,1528,136,9,3,3
Asia,Iran,2020,mar,44012,2855,6,3,3
Asia,Iraq,2020,mar,681,50,7,3,3
Asia,Israel,2020,mar,5739,21,0,3,3
Asia,Japan,2020,mar,2010,61,3,3,3
Asia,Jordan,2020,mar,274,5,2,3,3
Asia,Kazakhstan,2020,mar,343,2,1,3,3
Asia,Kuwait,2020,mar,244,0,0,3,3
Asia,Kyrgyzstan,2020,mar,107,0,0,3,3
Asia,Laos,2020,mar,9,0,0,3,3
Asia,Lebanon,2020,mar,466,12,3,3,3
Asia,Macao,2020,mar,31,0,0,3,3
Asia,Malaysia,2020,mar,2737,48,2,3,3
Asia,Maldives,2020,mar,18,0,0,3,3
Asia,Mongolia,2020,mar,12,0,0,3,3
Asia,Myanmar,2020,mar,15,1,7,3,3
Asia,Nepal,2020,mar,4,0,0,3,3
Asia,Northern Cyprus,2021,mar,0,0,0,3,3
Asia,Oman,2020,mar,186,1,1,3,3
Asia,Pakistan,2020,mar,2114,27,1,3,3
Asia,Palestine,2020,mar,119,1,1,3,3
Asia,Philippines,2020,mar,2081,89,4,3,3
Asia,Qatar,2020,mar,780,2,0,3,3
Asia,Saudi Arabia,2020,mar,1563,10,1,3,3
Asia,Singapore,2020,mar,824,3,0,3,3
Asia,South Korea,2020,mar,6636,146,2,3,3
Asia,Sri Lanka,2020,mar,142,2,1,3,3
Asia,Syria,2020,mar,10,2,20,3,3
Asia,Taiwan,2020,mar,283,4,1,3,3
Asia,Thailand,2020,mar,1609,10,1,3,3
Asia,Timor,2020,mar,1,0,0,3,3
Asia,Turkey,2020,mar,13531,214,2,3,3
Asia,Turkmenistan,2021,mar,0,0,0,3,3
Asia,United Arab Emirates,2020,mar,643,6,1,3,3
Asia,Uzbekistan,2020,mar,172,2,1,3,3
Asia,Vietnam,2020,mar,196,0,0,3,3
Europe,Albania,2020,mar,243,15,6,3,3
Europe,Andorra,2020,mar,376,12,3,3,3
Europe,Austria,2020,mar,9261,134,1,3,3
Europe,Belarus,2020,mar,151,1,1,3,3
Europe,Belgium,2020,mar,12774,705,6,3,3
Europe,Bosnia and Herzegovina,2020,mar,420,13,3,3,3
Europe,Bulgaria,2020,mar,399,8,2,3,3
Europe,Croatia,2020,mar,861,6,1,3,3
Europe,Cyprus,2020,mar,230,7,3,3,3
Europe,Czechia,2020,mar,3308,31,1,3,3
Europe,Denmark,2020,mar,2857,90,3,3,3
Europe,England,2020,mar,0,0,0,3,3
Europe,Estonia,2020,mar,744,4,1,3,3
Europe,Faeroe Islands,2020,mar,169,0,0,3,3
Europe,Finland,2020,mar,1664,51,3,3,3
Europe,France,2020,mar,52129,3524,7,3,3
Europe,Germany,2020,mar,61847,584,1,3,3
Europe,Gibraltar,2020,mar,69,0,0,3,3
Europe,Greece,2020,mar,1152,38,3,3,3
Europe,Guernsey,2021,mar,0,0,0,3,3
Europe,Hungary,2020,mar,492,16,3,3,3
Europe,Iceland,2020,mar,1134,2,0,3,3
Europe,Ireland,2020,mar,3234,71,2,3,3
Europe,Isle of Man,2020,mar,60,0,0,3,3
Europe,Italy,2020,mar,104664,12399,12,3,3
Europe,Jersey,2021,mar,0,0,0,3,3
Europe,Kosovo,2020,mar,106,1,1,3,3
Europe,Latvia,2020,mar,398,0,0,3,3
Europe,Liechtenstein,2020,mar,69,0,0,3,3
Europe,Lithuania,2020,mar,353,4,1,3,3
Europe,Luxembourg,2020,mar,2177,23,1,3,3
Europe,Malta,2020,mar,169,0,0,3,3
Europe,Moldova,2020,mar,353,4,1,3,3
Europe,Monaco,2020,mar,51,1,2,3,3
Europe,Montenegro,2020,mar,109,2,2,3,3
Europe,Netherlands,2020,mar,13610,1039,8,3,3
Europe,North Macedonia,2020,mar,328,9,3,3,3
Europe,Northern Ireland,2020,mar,0,0,0,3,3
Europe,Norway,2020,mar,4626,39,1,3,3
Europe,Poland,2020,mar,2311,33,1,3,3
Europe,Portugal,2020,mar,7443,160,2,3,3
Europe,Romania,2020,mar,2242,82,4,3,3
Europe,Russia,2020,mar,2335,17,1,3,3
Europe,San Marino,2020,mar,235,25,11,3,3
Europe,Scotland,2020,mar,0,0,0,3,3
Europe,Serbia,2020,mar,900,19,2,3,3
Europe,Slovakia,2020,mar,363,0,0,3,3
Europe,Slovenia,2020,mar,802,15,2,3,3
Europe,Spain,2020,mar,95878,8464,9,3,3
Europe,Sweden,2020,mar,4820,385,8,3,3
Europe,Switzerland,2020,mar,16587,485,3,3,3
Europe,Ukraine,2020,mar,645,17,3,3,3
Europe,United Kingdom,2020,mar,38423,5138,13,3,3
Europe,Vatican,2020,mar,6,0,0,3,3
Europe,Wales,2020,mar,0,0,0,3,3
North America,Anguilla,2020,mar,2,0,0,3,3
North America,Antigua and Barbuda,2020,mar,7,0,0,3,3
North America,Aruba,2020,mar,55,0,0,3,3
North America,Bahamas,2020,mar,14,0,0,3,3
North America,Barbados,2020,mar,34,0,0,3,3
North America,Belize,2020,mar,3,0,0,3,3
North America,Bermuda,2020,mar,32,0,0,3,3
North America,British Virgin Islands,2020,mar,3,0,0,3,3
North America,Canada,2020,mar,10678,152,1,3,3
North America,Cayman Islands,2020,mar,14,1,7,3,3
North America,Costa Rica,2020,mar,347,2,1,3,3
North America,Cuba,2020,mar,186,6,3,3,3
North America,Curacao,2020,mar,11,1,9,3,3
North America,Dominica,2020,mar,12,0,0,3,3
North America,Dominican Republic,2020,mar,1109,51,5,3,3
North America,El Salvador,2020,mar,32,1,3,3,3
North America,Greenland,2020,mar,10,0,0,3,3
North America,Grenada,2020,mar,9,0,0,3,3
North America,Guatemala,2020,mar,38,1,3,3,3
North America,Haiti,2020,mar,15,0,0,3,3
North America,Honduras,2020,mar,141,7,5,3,3
North America,Jamaica,2020,mar,36,1,3,3,3
North America,Mexico,2020,mar,1211,29,2,3,3
North America,Montserrat,2020,mar,5,0,0,3,3
North America,Nicaragua,2020,mar,4,1,25,3,3
North America,Panama,2020,mar,1181,30,3,3,3
North America,Puerto Rico,2020,mar,0,0,0,3,3
North America,Saint Kitts and Nevis,2020,mar,8,0,0,3,3
North America,Saint Lucia,2020,mar,13,0,0,3,3
North America,Saint Vincent and the Grenadines,2020,mar,1,0,0,3,3
North America,Trinidad and Tobago,2020,mar,87,3,3,3,3
North America,Turks and Caicos Islands,2020,mar,5,0,0,3,3
North America,United States,2020,mar,192054,5358,3,3,3
North America,United States Virgin Islands,2020,mar,0,0,0,3,3
Oceania,Australia,2020,mar,4534,18,0,3,3
Oceania,Fiji,2020,mar,5,0,0,3,3
Oceania,French Polynesia,2020,mar,36,0,0,3,3
Oceania,Guam,2020,mar,0,0,0,3,3
Oceania,Micronesia (country),2021,mar,0,0,0,3,3
Oceania,New Caledonia,2020,mar,16,0,0,3,3
Oceania,New Zealand,2020,mar,646,1,0,3,3
Oceania,Papua New Guinea,2020,mar,1,0,0,3,3
South America,Argentina,2020,mar,1054,27,3,3,3
South America,Bolivia,2020,mar,107,6,6,3,3
South America,Brazil,2020,mar,5715,201,4,3,3
South America,Chile,2020,mar,2842,12,0,3,3
South America,Colombia,2020,mar,906,16,2,3,3
South America,Ecuador,2020,mar,2240,75,3,3,3
South America,Guyana,2020,mar,27,2,7,3,3
South America,Paraguay,2020,mar,69,3,4,3,3
South America,Peru,2020,mar,1065,138,13,3,3
South America,Suriname,2020,mar,9,0,0,3,3
South America,Uruguay,2020,mar,338,1,0,3,3
South America,Venezuela,2020,mar,135,3,2,3,3
Africa,Algeria,2020,abr,3290,406,12,4,4
Africa,Angola,2020,abr,20,0,0,4,4
Africa,Benin,2020,abr,55,1,2,4,4
Africa,Botswana,2020,abr,19,0,0,4,4
Africa,Burkina Faso,2020,abr,384,29,8,4,4
Africa,Burundi,2020,abr,9,1,11,4,4
Africa,Cameroon,2020,abr,1639,55,3,4,4
Africa,Cape Verde,2020,abr,115,0,0,4,4
Africa,Central African Republic,2020,abr,47,0,0,4,4
Africa,Chad,2020,abr,66,5,8,4,4
Africa,Comoros,2020,abr,1,0,0,4,4
Africa,Congo,2020,abr,201,9,4,4,4
Africa,Cote d'Ivoire,2020,abr,1096,13,1,4,4
Africa,Democratic Republic of Congo,2020,abr,474,23,5,4,4
Africa,Djibouti,2020,abr,1059,2,0,4,4
Africa,Egypt,2020,abr,4827,346,7,4,4
Africa,Equatorial Guinea,2020,abr,303,1,0,4,4
Africa,Eritrea,2020,abr,24,0,0,4,4
Africa,Eswatini,2020,abr,91,1,1,4,4
Africa,Ethiopia,2020,abr,105,3,3,4,4
Africa,Gabon,2020,abr,260,2,1,4,4
Africa,Gambia,2020,abr,7,0,0,4,4
Africa,Ghana,2020,abr,1913,12,1,4,4
Africa,Guinea,2020,abr,1473,7,0,4,4
Africa,Guinea-Bissau,2020,abr,197,1,1,4,4
Africa,Kenya,2020,abr,337,16,5,4,4
Africa,Liberia,2020,abr,138,16,12,4,4
Africa,Libya,2020,abr,51,3,6,4,4
Africa,Madagascar,2020,abr,71,0,0,4,4
Africa,Malawi,2020,abr,37,3,8,4,4
Africa,Mali,2020,abr,462,24,5,4,4
Africa,Mauritania,2020,abr,2,0,0,4,4
Africa,Mauritius,2020,abr,207,7,3,4,4
Africa,Morocco,2020,abr,3806,134,4,4,4
Africa,Mozambique,2020,abr,68,0,0,4,4
Africa,Namibia,2020,abr,5,0,0,4,4
Africa,Niger,2020,abr,692,29,4,4,4
Africa,Nigeria,2020,abr,1797,56,3,4,4
Africa,Rwanda,2020,abr,168,0,0,4,4
Africa,Sao Tome and Principe,2020,abr,14,0,0,4,4
Africa,Senegal,2020,abr,758,9,1,4,4
Africa,Seychelles,2020,abr,3,0,0,4,4
Africa,Sierra Leone,2020,abr,123,7,6,4,4
Africa,Somalia,2020,abr,596,28,5,4,4
Africa,South Africa,2020,abr,4294,98,2,4,4
Africa,South Sudan,2020,abr,35,0,0,4,4
Africa,Sudan,2020,abr,368,29,8,4,4
Africa,Tanzania,2020,abr,461,15,3,4,4
Africa,Togo,2020,abr,82,8,10,4,4
Africa,Tunisia,2020,abr,600,31,5,4,4
Africa,Uganda,2020,abr,40,0,0,4,4
Africa,Western Sahara,2022,abr,0,0,0,4,4
Africa,Zambia,2020,abr,71,3,4,4,4
Africa,Zimbabwe,2020,abr,32,3,9,4,4
Asia,Afghanistan,2020,abr,1661,56,3,4,4
Asia,Armenia,2020,abr,1534,29,2,4,4
Asia,Azerbaijan,2020,abr,1506,19,1,4,4
Asia,Bahrain,2020,abr,2473,4,0,4,4
Asia,Bangladesh,2020,abr,7616,163,2,4,4
Asia,Bhutan,2020,abr,3,0,0,4,4
Asia,Brunei,2020,abr,9,0,0,4,4
Asia,Cambodia,2020,abr,13,0,0,4,4
Asia,China,2020,abr,2681,79,3,4,4
Asia,Georgia,2020,abr,429,6,1,4,4
Asia,Hong Kong,2020,abr,357,0,0,4,4
Asia,India,2020,abr,33466,1119,3,4,4
Asia,Indonesia,2020,abr,8590,656,8,4,4
Asia,Iran,2020,abr,50035,3130,6,4,4
Asia,Iraq,2020,abr,1391,43,3,4,4
Asia,Israel,2020,abr,10179,204,2,4,4
Asia,Japan,2020,abr,12029,414,3,4,4
Asia,Jordan,2020,abr,179,3,2,4,4
Asia,Kazakhstan,2020,abr,3059,23,1,4,4
Asia,Kuwait,2020,abr,3735,26,1,4,4
Asia,Kyrgyzstan,2020,abr,639,8,1,4,4
Asia,Laos,2020,abr,10,0,0,4,4
Asia,Lebanon,2020,abr,255,12,5,4,4
Asia,Macao,2020,abr,4,0,0,4,4
Asia,Malaysia,2020,abr,3236,55,2,4,4
Asia,Maldives,2020,abr,450,1,0,4,4
Asia,Mongolia,2020,abr,26,0,0,4,4
Asia,Myanmar,2020,abr,136,5,4,4,4
Asia,Nepal,2020,abr,52,0,0,4,4
Asia,North Korea,2020,abr,0,0,0,4,4
Asia,Northern Cyprus,2021,abr,0,0,0,4,4
Asia,Oman,2020,abr,2156,10,0,4,4
Asia,Pakistan,2020,abr,15996,390,2,4,4
Asia,Palestine,2020,abr,225,1,0,4,4
Asia,Philippines,2020,abr,6404,480,7,4,4
Asia,Qatar,2020,abr,12628,8,0,4,4
Asia,Saudi Arabia,2020,abr,21190,152,1,4,4
Asia,Singapore,2020,abr,15243,12,0,4,4
Asia,South Korea,2020,abr,988,86,9,4,4
Asia,Sri Lanka,2020,abr,520,5,1,4,4
Asia,Syria,2020,abr,33,1,3,4,4
Asia,Taiwan,2020,abr,107,1,1,4,4
Asia,Thailand,2020,abr,1303,44,3,4,4
Asia,Timor,2020,abr,23,0,0,4,4
Asia,Turkey,2020,abr,106673,2960,3,4,4
Asia,Turkmenistan,2021,abr,0,0,0,4,4
Asia,United Arab Emirates,2020,abr,11817,99,1,4,4
Asia,Uzbekistan,2020,abr,1867,7,0,4,4
Asia,Vietnam,2020,abr,58,0,0,4,4
Asia,Yemen,2020,abr,6,2,33,4,4
Europe,Albania,2020,abr,530,16,3,4,4
Europe,Andorra,2020,abr,369,30,8,4,4
Europe,Austria,2020,abr,6138,501,8,4,4
Europe,Belarus,2020,abr,13875,88,1,4,4
Europe,Belgium,2020,abr,35744,6889,19,4,4
Europe,Bosnia and Herzegovina,2020,abr,1337,56,4,4,4
Europe,Bulgaria,2020,abr,1107,58,5,4,4
Europe,Croatia,2020,abr,1209,63,5,4,4
Europe,Cyprus,2020,abr,613,8,1,4,4
Europe,Czechia,2020,abr,4374,205,5,4,4
Europe,Denmark,2020,abr,6298,362,6,4,4
Europe,England,2020,abr,0,0,0,4,4
Europe,Estonia,2020,abr,944,48,5,4,4
Europe,Faeroe Islands,2020,abr,18,0,0,4,4
Europe,Finland,2020,abr,3664,205,6,4,4
Europe,France,2020,abr,140289,20823,15,4,4
Europe,Germany,2020,abr,97206,5705,6,4,4
Europe,Gibraltar,2020,abr,75,0,0,4,4
Europe,Greece,2020,abr,1435,102,7,4,4
Europe,Guernsey,2021,abr,0,0,0,4,4
Europe,Hungary,2020,abr,2283,296,13,4,4
Europe,Iceland,2020,abr,662,8,1,4,4
Europe,Ireland,2020,abr,17377,1161,7,4,4
Europe,Isle of Man,2020,abr,255,21,8,4,4
Europe,Italy,2020,abr,99671,15539,16,4,4
Europe,Jersey,2021,abr,0,0,0,4,4
Europe,Kosovo,2020,abr,693,21,3,4,4
Europe,Latvia,2020,abr,460,15,3,4,4
Europe,Liechtenstein,2020,abr,14,1,7,4,4
Europe,Lithuania,2020,abr,958,28,3,4,4
Europe,Luxembourg,2020,abr,1606,69,4,4,4
Europe,Malta,2020,abr,296,4,1,4,4
Europe,Moldova,2020,abr,3544,112,3,4,4
Europe,Monaco,2020,abr,43,3,7,4,4
Europe,Montenegro,2020,abr,213,5,2,4,4
Europe,Netherlands,2020,abr,26246,3769,14,4,4
Europe,North Macedonia,2020,abr,1136,68,6,4,4
Europe,Northern Ireland,2020,abr,0,0,0,4,4
Europe,Norway,2020,abr,3097,171,6,4,4
Europe,Poland,2020,abr,10566,611,6,4,4
Europe,Portugal,2020,abr,17602,829,5,4,4
Europe,Romania,2020,abr,9995,635,6,4,4
Europe,Russia,2020,abr,104161,1056,1,4,4
Europe,San Marino,2020,abr,327,15,5,4,4
Europe,Scotland,2020,abr,0,0,0,4,4
Europe,Serbia,2020,abr,8109,163,2,4,4
Europe,Slovakia,2020,abr,1033,23,2,4,4
Europe,Slovenia,2020,abr,627,76,12,4,4
Europe,Spain,2020,abr,127546,16079,13,4,4
Europe,Sweden,2020,abr,16767,2433,15,4,4
Europe,Switzerland,2020,abr,12981,1180,9,4,4
Europe,Ukraine,2020,abr,9761,244,2,4,4
Europe,United Kingdom,2020,abr,139059,33854,24,4,4
Europe,Vatican,2020,abr,5,0,0,4,4
Europe,Wales,2020,abr,0,0,0,4,4
North America,Anguilla,2020,abr,1,0,0,4,4
North America,Antigua and Barbuda,2020,abr,17,3,18,4,4
North America,Aruba,2020,abr,45,2,4,4,4
North America,Bahamas,2020,abr,67,11,16,4,4
North America,Barbados,2020,abr,47,7,15,4,4
North America,Belize,2020,abr,15,2,13,4,4
North America,Bermuda,2020,abr,82,6,7,4,4
North America,Bonaire Sint Eustatius and Saba,2020,abr,5,0,0,4,4
North America,British Virgin Islands,2020,abr,3,1,33,4,4
North America,Canada,2020,abr,46503,3903,8,4,4
North America,Cayman Islands,2020,abr,59,0,0,4,4
North America,Costa Rica,2020,abr,372,4,1,4,4
North America,Cuba,2020,abr,1315,55,4,4,4
North America,Curacao,2020,abr,5,0,0,4,4
North America,Dominica,2020,abr,4,0,0,4,4
North America,Dominican Republic,2020,abr,5863,250,4,4,4
North America,El Salvador,2020,abr,363,9,2,4,4
North America,Greenland,2020,abr,1,0,0,4,4
North America,Grenada,2020,abr,11,0,0,4,4
North America,Guatemala,2020,abr,561,15,3,4,4
North America,Haiti,2020,abr,61,7,11,4,4
North America,Honduras,2020,abr,630,64,10,4,4
North America,Jamaica,2020,abr,386,7,2,4,4
North America,Mexico,2020,abr,18009,1830,10,4,4
North America,Montserrat,2020,abr,6,1,17,4,4
North America,Nicaragua,2020,abr,9,2,22,4,4
North America,Panama,2020,abr,5351,158,3,4,4
North America,Puerto Rico,2020,abr,0,0,0,4,4
North America,Saint Kitts and Nevis,2020,abr,7,0,0,4,4
North America,Saint Lucia,2020,abr,4,0,0,4,4
North America,Saint Pierre and Miquelon,2020,abr,1,0,0,4,4
North America,Saint Vincent and the Grenadines,2020,abr,15,0,0,4,4
North America,Trinidad and Tobago,2020,abr,29,5,17,4,4
North America,Turks and Caicos Islands,2020,abr,8,1,13,4,4
North America,United States,2020,abr,888920,61276,7,4,4
North America,United States Virgin Islands,2020,abr,0,0,0,4,4
Oceania,Australia,2020,abr,2207,75,3,4,4
Oceania,Fiji,2020,abr,13,0,0,4,4
Oceania,French Polynesia,2020,abr,22,0,0,4,4
Oceania,Guam,2020,abr,0,0,0,4,4
Oceania,Micronesia (country),2021,abr,0,0,0,4,4
Oceania,Nauru,2021,abr,0,0,0,4,4
Oceania,New Caledonia,2020,abr,3,0,0,4,4
Oceania,New Zealand,2020,abr,833,19,2,4,4
Oceania,Northern Mariana Islands,2020,abr,0,0,0,4,4
Oceania,Papua New Guinea,2020,abr,7,0,0,4,4
Oceania,Tonga,2021,abr,0,0,0,4,4
Oceania,Tuvalu,2021,abr,0,0,0,4,4
South America,Argentina,2020,abr,3374,191,6,4,4
South America,Bolivia,2020,abr,1060,56,5,4,4
South America,Brazil,2020,abr,81470,5805,7,4,4
South America,Chile,2020,abr,14858,215,1,4,4
South America,Colombia,2020,abr,5601,277,5,4,4
South America,Ecuador,2020,abr,22694,825,4,4,4
South America,Falkland Islands,2020,abr,13,0,0,4,4
South America,Guyana,2020,abr,70,7,10,4,4
South America,Paraguay,2020,abr,197,7,4,4,4
South America,Peru,2020,abr,35911,4644,13,4,4
South America,Suriname,2020,abr,1,1,100,4,4
South America,Uruguay,2020,abr,326,16,5,4,4
South America,Venezuela,2020,abr,198,13,7,4,4
Africa,Algeria,2020,may,5388,203,4,5,5
