continente,pais,year,mes,casos,muertes,mortalidad,num_mes,consecutivo_mes
Asia,Maldives,2021,may,34561,87,0,5,17
Asia,Mongolia,2021,may,22460,135,1,5,17
Asia,Myanmar,2021,may,812,8,1,5,17
Asia,Nepal,2021,may,238115,4107,2,5,17
Asia,North Korea,2021,may,0,0,0,5,17
Asia,Northern Cyprus,2022,may,0,0,0,5,17
Asia,Oman,2021,may,23971,335,1,5,17
Asia,Pakistan,2021,may,97305,2893,3,5,17
Asia,Palestine,2021,may,11888,248,2,5,17
Asia,Philippines,2021,may,192841,3732,2,5,17
Asia,Qatar,2021,may,11806,98,1,5,17
Asia,Saudi Arabia,2021,may,33073,405,1,5,17
Asia,Singapore,2021,may,906,3,0,5,17
Asia,South Korea,2021,may,18165,132,1,5,17
Asia,Sri Lanka,2021,may,78218,763,1,5,17
Asia,Syria,2021,may,1762,178,10,5,17
Asia,Taiwan,2021,may,7383,112,2,5,17
Asia,Tajikistan,2021,may,0,0,0,5,17
Asia,Thailand,2021,may,94639,828,1,5,17
Asia,Timor,2021,may,4718,13,0,5,17
Asia,Turkey,2021,may,428813,7396,2,5,17
Asia,Turkmenistan,2022,may,0,0,0,5,17
Asia,United Arab Emirates,2021,may,50600,93,0,5,17
Asia,Uzbekistan,2021,may,9527,41,0,5,17
Asia,Vietnam,2021,may,4504,12,0,5,17
Asia,Yemen,2021,may,425,95,22,5,17
Europe,Albania,2021,may,1230,57,5,5,17
Europe,Andorra,2021,may,495,2,0,5,17
Europe,Austria,2021,may,28153,506,2,5,17
Europe,Belarus,2021,may,35701,309,1,5,17
Europe,Belgium,2021,may,71772,725,1,5,17
Europe,Bosnia and Herzegovina,2021,may,5551,702,13,5,17
Europe,Bulgaria,2021,may,14197,1301,9,5,17
Europe,Croatia,2021,may,23998,945,4,5,17
Europe,Cyprus,2021,may,7281,52,1,5,17
Europe,Czechia,2021,may,30514,841,3,5,17
Europe,Denmark,2021,may,30673,33,0,5,17
Europe,England,2021,may,0,0,0,5,17
Europe,Estonia,2021,may,7525,91,1,5,17
Europe,Faeroe Islands,2021,may,54,0,0,5,17
Europe,Finland,2021,may,5584,43,1,5,17
Europe,France,2021,may,399809,5016,1,5,17
Europe,Germany,2021,may,299529,5592,2,5,17
Europe,Gibraltar,2021,may,13,0,0,5,17
Europe,Greece,2021,may,57273,1714,3,5,17
Europe,Guernsey,2022,may,0,0,0,5,17
Europe,Hungary,2021,may,25190,2193,9,5,17
Europe,Iceland,2021,may,104,1,1,5,17
Europe,Ireland,2021,may,13173,41,0,5,17
Europe,Isle of Man,2021,may,5,0,0,5,17
Europe,Italy,2021,may,195168,5321,3,5,17
Europe,Jersey,2022,may,0,0,0,5,17
Europe,Kosovo,2021,may,3364,114,3,5,17
Europe,Latvia,2021,may,14641,245,2,5,17
Europe,Liechtenstein,2021,may,82,1,1,5,17
Europe,Lithuania,2021,may,27300,345,1,5,17
Europe,Luxembourg,2021,may,2727,19,1,5,17
Europe,Malta,2021,may,243,6,2,5,17
Europe,Moldova,2021,may,4349,295,7,5,17
Europe,Monaco,2021,may,50,0,0,5,17
Europe,Montenegro,2021,may,2234,89,4,5,17
Europe,Netherlands,2021,may,149857,476,0,5,17
Europe,North Macedonia,2021,may,2905,558,19,5,17
Europe,Northern Ireland,2021,may,0,0,0,5,17
Europe,Norway,2021,may,12146,27,0,5,17
Europe,Poland,2021,may,80141,6243,8,5,17
Europe,Portugal,2021,may,12600,51,0,5,17
Europe,Romania,2021,may,22472,2203,10,5,17
Europe,Russia,2021,may,262757,11174,4,5,17
Europe,San Marino,2021,may,30,0,0,5,17
Europe,Scotland,2021,may,0,0,0,5,17
Europe,Serbia,2021,may,22915,503,2,5,17
Europe,Slovakia,2021,may,16930,659,4,5,17
Europe,Slovenia,2021,may,13430,125,1,5,17
Europe,Spain,2021,may,154313,1737,1,5,17
Europe,Sweden,2021,may,94869,403,0,5,17
Europe,Switzerland,2021,may,34766,157,0,5,17
Europe,Ukraine,2021,may,136829,6650,5,5,17
Europe,United Kingdom,2021,may,73080,425,1,5,17
Europe,Vatican,2021,may,0,0,0,5,17
Europe,Wales,2021,may,0,0,0,5,17
North America,Anguilla,2021,may,16,0,0,5,17
North America,Antigua and Barbuda,2021,may,29,10,34,5,17
North America,Aruba,2021,may,347,8,2,5,17
North America,Bahamas,2021,may,1343,31,2,5,17
North America,Barbados,2021,may,162,3,2,5,17
North America,Belize,2021,may,141,1,1,5,17
North America,Bermuda,2021,may,101,5,5,5,17
North America,Bonaire Sint Eustatius and Saba,2021,may,55,2,4,5,17
North America,British Virgin Islands,2021,may,54,0,0,5,17
North America,Canada,2021,may,156561,1328,1,5,17
North America,Cayman Islands,2021,may,41,0,0,5,17
North America,Costa Rica,2021,may,67995,810,1,5,17
North America,Cuba,2021,may,35559,314,1,5,17
North America,Curacao,2021,may,77,13,17,5,17
North America,Dominica,2021,may,14,0,0,5,17
North America,Dominican Republic,2021,may,26225,148,1,5,17
North America,El Salvador,2021,may,4504,125,3,5,17
North America,Greenland,2021,may,9,0,0,5,17
North America,Grenada,2021,may,1,0,0,5,17
North America,Guatemala,2021,may,26746,641,2,5,17
North America,Haiti,2021,may,1974,61,3,5,17
North America,Honduras,2021,may,25894,1072,4,5,17
North America,Jamaica,2021,may,2979,170,6,5,17
North America,Mexico,2021,may,68987,6661,10,5,17
North America,Montserrat,2021,may,0,0,0,5,17
North America,Nicaragua,2021,may,335,4,1,5,17
North America,Panama,2021,may,13521,139,1,5,17
North America,Puerto Rico,2021,may,0,0,0,5,17
North America,Saint Kitts and Nevis,2021,may,24,0,0,5,17
North America,Saint Lucia,2021,may,515,5,1,5,17
North America,Saint Pierre and Miquelon,2021,may,0,0,0,5,17
North America,Saint Vincent and the Grenadines,2021,may,171,1,1,5,17
North America,Sint Maarten (Dutch part),2022,may,0,0,0,5,17
North America,Trinidad and Tobago,2021,may,13085,326,2,5,17
North America,Turks and Caicos Islands,2021,may,29,0,0,5,17
North America,United States,2021,may,918416,18145,2,5,17
North America,United States Virgin Islands,2021,may,0,0,0,5,17
Oceania,Australia,2021,may,307,0,0,5,17
Oceania,Cook Islands,2022,may,644,0,0,5,17
Oceania,Fiji,2021,may,321,2,1,5,17
Oceania,French Polynesia,2021,may,112,1,1,5,17
Oceania,Guam,2021,may,0,0,0,5,17
Oceania,Kiribati,2022,may,17,0,0,5,17
Oceania,Marshall Islands,2021,may,0,0,0,5,17
Oceania,Micronesia (country),2022,may,25,0,0,5,17
Oceania,Nauru,2022,may,0,0,0,5,17
Oceania,New Caledonia,2021,may,4,0,0,5,17
Oceania,New Zealand,2021,may,61,0,0,5,17
Oceania,Niue,2022,may,0,0,0,5,17
Oceania,Northern Mariana Islands,2021,may,0,0,0,5,17
Oceania,Palau,2022,may,455,0,0,5,17
Oceania,Papua New Guinea,2021,may,4913,55,1,5,17
Oceania,Pitcairn,2022,may,0,0,0,5,17
Oceania,Samoa,2021,may,0,0,0,5,17
Oceania,Solomon Islands,2021,may,0,0,0,5,17
Oceania,Tokelau,2022,may,0,0,0,5,17
Oceania,Tonga,2022,may,1448,1,0,5,17
Oceania,Tuvalu,2022,may,3,0,0,5,17
Oceania,Vanuatu,2021,may,0,0,0,5,17
Oceania,Wallis and Futuna,2021,may,1,0,0,5,17
South America,Argentina,2021,may,804421,14228,2,5,17
South America,Bolivia,2021,may,67547,1573,2,5,17
South America,Brazil,2021,may,1882784,58714,3,5,17
South America,Chile,2021,may,186101,2947,2,5,17
South America,Colombia,2021,may,546732,15054,3,5,17
South America,Ecuador,2021,may,44175,1941,4,5,17
South America,Falkland Islands,2021,may,0,0,0,5,17
South America,Guyana,2021,may,3669,93,3,5,17
South America,Paraguay,2021,may,76307,2801,4,5,17
South America,Peru,2021,may,156024,17082,11,5,17
South America,Suriname,2021,may,4591,98,2,5,17
South America,Uruguay,2021,may,96075,1660,2,5,17
South America,Venezuela,2021,may,36482,510,1,5,17
Africa,Algeria,2021,jun,10713,244,2,6,18
Africa,Angola,2021,jun,4298,134,3,6,18
Africa,Benin,2021,jun,141,3,2,6,18
Africa,Botswana,2021,jun,14707,276,2,6,18
Africa,Burkina Faso,2021,jun,45,2,4,6,18
Africa,Burundi,2021,jun,662,2,0,6,18
Africa,Cameroon,2021,jun,1929,49,3,6,18
Africa,Cape Verde,2021,jun,2018,22,1,6,18
Africa,Central African Republic,2021,jun,50,0,0,6,18
Africa,Chad,2021,jun,20,1,5,6,18
Africa,Comoros,2021,jun,55,0,0,6,18
Africa,Congo,2021,jun,938,12,1,6,18
Africa,Cote d'Ivoire,2021,jun,1013,8,1,6,18
Africa,Democratic Republic of Congo,2021,jun,9185,142,2,6,18
Africa,Djibouti,2021,jun,69,1,1,6,18
Africa,Egypt,2021,jun,18632,1073,6,6,18
Africa,Equatorial Guinea,2021,jun,205,3,1,6,18
Africa,Eritrea,2021,jun,1915,9,0,6,18
Africa,Eswatini,2021,jun,489,5,1,6,18
Africa,Ethiopia,2021,jun,4633,155,3,6,18
Africa,Gabon,2021,jun,555,7,1,6,18
Africa,Gambia,2021,jun,86,2,2,6,18
Africa,Ghana,2021,jun,2016,11,1,6,18
Africa,Guinea,2021,jun,593,10,2,6,18
Africa,Guinea-Bissau,2021,jun,93,1,1,6,18
Africa,Kenya,2021,jun,13426,462,3,6,18
Africa,Lesotho,2021,jun,513,3,1,6,18
Africa,Liberia,2021,jun,1721,41,2,6,18
Africa,Libya,2021,jun,7698,67,1,6,18
Africa,Madagascar,2021,jun,874,74,8,6,18
Africa,Malawi,2021,jun,1788,41,2,6,18
Africa,Mali,2021,jun,159,8,5,6,18
Africa,Mauritania,2021,jun,1261,26,2,6,18
Africa,Mauritius,2021,jun,487,0,0,6,18
Africa,Morocco,2021,jun,12145,149,1,6,18
Africa,Mozambique,2021,jun,5609,42,1,6,18
Africa,Namibia,2021,jun,34368,691,2,6,18
Africa,Niger,2021,jun,79,1,1,6,18
Africa,Nigeria,2021,jun,1100,21,2,6,18
Africa,Rwanda,2021,jun,12084,85,1,6,18
Africa,Saint Helena,2021,jun,0,0,0,6,18
Africa,Sao Tome and Principe,2021,jun,21,3,14,6,18
Africa,Senegal,2021,jun,1712,27,2,6,18
Africa,Seychelles,2021,jun,4203,16,0,6,18
Africa,Sierra Leone,2021,jun,1428,21,1,6,18
Africa,Somalia,2021,jun,284,6,2,6,18
Africa,South Africa,2021,jun,308355,4141,1,6,18
Africa,South Sudan,2021,jun,146,2,1,6,18
Africa,Sudan,2021,jun,1163,123,11,6,18
Africa,Tanzania,2021,jun,0,0,0,6,18
Africa,Togo,2021,jun,451,4,1,6,18
Africa,Tunisia,2021,jun,74629,2305,3,6,18
Africa,Uganda,2021,jun,32830,661,2,6,18
Africa,Zambia,2021,jun,59685,918,2,6,18
Africa,Zimbabwe,2021,jun,10903,195,2,6,18
Asia,Afghanistan,2021,jun,46821,1927,4,6,18
Asia,Armenia,2021,jun,2425,76,3,6,18
Asia,Azerbaijan,2021,jun,2091,61,3,6,18
Asia,Bahrain,2021,jun,25296,372,1,6,18
Asia,Bangladesh,2021,jun,112718,1884,2,6,18
Asia,Bhutan,2021,jun,480,0,0,6,18
Asia,Brunei,2021,jun,18,0,0,6,18
Asia,Cambodia,2021,jun,20291,388,2,6,18
Asia,China,2021,jun,1206,1,0,6,18
Asia,Georgia,2021,jun,22115,543,2,6,18
Asia,Hong Kong,2021,jun,82,1,1,6,18
Asia,India,2021,jun,2236590,60190,3,6,18
Asia,Indonesia,2021,jun,356569,7913,2,6,18
Asia,Iran,2021,jun,291421,4108,1,6,18
Asia,Iraq,2021,jun,144552,811,1,6,18
Asia,Israel,2021,jun,2302,20,1,6,18
Asia,Japan,2021,jun,53096,1725,3,6,18
Asia,Jordan,2021,jun,14870,288,2,6,18
Asia,Kazakhstan,2021,jun,39751,438,1,6,18
Asia,Kuwait,2021,jun,47465,197,0,6,18
Asia,Kyrgyzstan,2021,jun,20274,192,1,6,18
Asia,Laos,2021,jun,209,0,0,6,18
Asia,Lebanon,2021,jun,4478,122,3,6,18
Asia,Macao,2021,jun,3,0,0,6,18
Asia,Malaysia,2021,jun,179622,2374,1,6,18
Asia,Maldives,2021,jun,9402,50,1,6,18
Asia,Mongolia,2021,jun,57039,243,0,6,18
Asia,Myanmar,2021,jun,13648,117,1,6,18
Asia,Nepal,2021,jun,77503,1726,2,6,18
Asia,North Korea,2021,jun,0,0,0,6,18
Asia,Northern Cyprus,2022,jun,0,0,0,6,18
Asia,Oman,2021,jun,51321,755,1,6,18
Asia,Pakistan,2021,jun,35584,1471,4,6,18
Asia,Palestine,2021,jun,5817,66,1,6,18
Asia,Philippines,2021,jun,182258,3696,2,6,18
Asia,Qatar,2021,jun,4613,34,1,6,18
Asia,Saudi Arabia,2021,jun,37156,457,1,6,18
Asia,Singapore,2021,jun,528,3,1,6,18
Asia,South Korea,2021,jun,16924,58,0,6,18
Asia,Sri Lanka,2021,jun,72725,1636,2,6,18
Asia,Syria,2021,jun,1020,106,10,6,18
Asia,Taiwan,2021,jun,6293,524,8,6,18
Asia,Tajikistan,2021,jun,191,0,0,6,18
Asia,Thailand,2021,jun,99509,992,1,6,18
Asia,Timor,2021,jun,2228,7,0,6,18
Asia,Turkey,2021,jun,176248,2205,1,6,18
Asia,Turkmenistan,2022,jun,0,0,0,6,18
Asia,United Arab Emirates,2021,jun,62071,131,0,6,18
Asia,Uzbekistan,2021,jun,10342,46,0,6,18
Asia,Vietnam,2021,jun,9620,34,0,6,18
Asia,Yemen,2021,jun,178,40,22,6,18
Europe,Albania,2021,jun,206,5,2,6,18
Europe,Andorra,2021,jun,184,0,0,6,18
Europe,Austria,2021,jun,6214,148,2,6,18
Europe,Belarus,2021,jun,22750,292,1,6,18
Europe,Belgium,2021,jun,23130,218,1,6,18
Europe,Bosnia and Herzegovina,2021,jun,1010,412,41,6,18
Europe,Bulgaria,2021,jun,3252,361,11,6,18
Europe,Croatia,2021,jun,3691,180,5,6,18
Europe,Cyprus,2021,jun,3069,14,0,6,18
Europe,Czechia,2021,jun,6015,195,3,6,18
Europe,Denmark,2021,jun,12450,18,0,6,18
Europe,England,2021,jun,0,0,0,6,18
Europe,Estonia,2021,jun,1520,17,1,6,18
Europe,Faeroe Islands,2021,jun,58,0,0,6,18
Europe,Finland,2021,jun,3294,9,0,6,18
Europe,France,2021,jun,108355,1566,1,6,18
Europe,Germany,2021,jun,47015,2433,5,6,18
Europe,Gibraltar,2021,jun,53,0,0,6,18
Europe,Greece,2021,jun,20150,611,3,6,18
Europe,Guernsey,2022,jun,0,0,0,6,18
Europe,Hungary,2021,jun,3590,259,7,6,18
Europe,Iceland,2021,jun,73,0,0,6,18
Europe,Ireland,2021,jun,9888,57,1,6,18
Europe,Isle of Man,2021,jun,21,0,0,6,18
Europe,Italy,2021,jun,42088,1438,3,6,18
Europe,Jersey,2022,jun,0,0,0,6,18
Europe,Kosovo,2021,jun,756,14,2,6,18
Europe,Latvia,2021,jun,4230,137,3,6,18
Europe,Liechtenstein,2021,jun,28,1,4,6,18
Europe,Lithuania,2021,jun,4396,109,2,6,18
Europe,Luxembourg,2021,jun,855,3,0,6,18
Europe,Malta,2021,jun,88,1,1,6,18
Europe,Moldova,2021,jun,1548,87,6,6,18
Europe,Monaco,2021,jun,73,1,1,6,18
Europe,Montenegro,2021,jun,629,29,5,6,18
Europe,Netherlands,2021,jun,34249,127,0,6,18
Europe,North Macedonia,2021,jun,412,71,17,6,18
Europe,Northern Ireland,2021,jun,0,0,0,6,18
Europe,Norway,2021,jun,6200,12,0,6,18
Europe,Poland,2021,jun,7629,1276,17,6,18
Europe,Portugal,2021,jun,30464,71,0,6,18
Europe,Romania,2021,jun,3055,3474,114,6,18
Europe,Russia,2021,jun,436082,13509,3,6,18
Europe,San Marino,2021,jun,2,0,0,6,18
Europe,Scotland,2021,jun,0,0,0,6,18
Europe,Serbia,2021,jun,4090,182,4,6,18
Europe,Slovakia,2021,jun,4003,167,4,6,18
Europe,Slovenia,2021,jun,3613,44,1,6,18
Europe,Spain,2021,jun,130570,922,1,6,18
Europe,Sweden,2021,jun,21517,178,1,6,18
Europe,Switzerland,2021,jun,8264,63,1,6,18
Europe,Ukraine,2021,jun,39202,2008,5,6,18
Europe,United Kingdom,2021,jun,313568,482,0,6,18
Europe,Vatican,2021,jun,0,0,0,6,18
Europe,Wales,2021,jun,0,0,0,6,18
North America,Anguilla,2021,jun,0,0,0,6,18
North America,Antigua and Barbuda,2021,jun,3,0,0,6,18
North America,Aruba,2021,jun,153,0,0,6,18
North America,Bahamas,2021,jun,790,16,2,6,18
North America,Barbados,2021,jun,64,0,0,6,18
North America,Belize,2021,jun,442,5,1,6,18
North America,Bermuda,2021,jun,20,0,0,6,18
North America,Bonaire Sint Eustatius and Saba,2021,jun,36,0,0,6,18
North America,British Virgin Islands,2021,jun,50,0,0,6,18
North America,Canada,2021,jun,32657,748,2,6,18
North America,Cayman Islands,2021,jun,30,0,0,6,18
North America,Costa Rica,2021,jun,48952,626,1,6,18
North America,Cuba,2021,jun,48727,326,1,6,18
North America,Curacao,2021,jun,70,4,6,6,18
North America,Dominica,2021,jun,5,0,0,6,18
North America,Dominican Republic,2021,jun,32435,194,1,6,18
North America,El Salvador,2021,jun,5064,132,3,6,18
North America,Greenland,2021,jun,10,0,0,6,18
North America,Grenada,2021,jun,0,0,0,6,18
North America,Guatemala,2021,jun,39166,1050,3,6,18
North America,Haiti,2021,jun,3721,126,3,6,18
North America,Honduras,2021,jun,24533,652,3,6,18
North America,Jamaica,2021,jun,1567,127,8,6,18
North America,Mexico,2021,jun,105527,5207,5,6,18
North America,Montserrat,2021,jun,0,0,0,6,18
North America,Nicaragua,2021,jun,771,5,1,6,18
North America,Panama,2021,jun,25681,174,1,6,18
North America,Puerto Rico,2021,jun,0,0,0,6,18
North America,Saint Kitts and Nevis,2021,jun,378,3,1,6,18
North America,Saint Lucia,2021,jun,229,5,2,6,18
North America,Saint Pierre and Miquelon,2021,jun,1,0,0,6,18
North America,Saint Vincent and the Grenadines,2021,jun,190,0,0,6,18
North America,Sint Maarten (Dutch part),2022,jun,0,0,0,6,18
North America,Trinidad and Tobago,2021,jun,8884,352,4,6,18
North America,Turks and Caicos Islands,2021,jun,8,1,13,6,18
North America,United States,2021,jun,395937,10432,3,6,18
North America,United States Virgin Islands,2021,jun,0,0,0,6,18
Oceania,Australia,2021,jun,525,0,0,6,18
Oceania,Cook Islands,2022,jun,99,0,0,6,18
Oceania,Fiji,2021,jun,3980,17,0,6,18
Oceania,French Polynesia,2021,jun,137,0,0,6,18
Oceania,Guam,2021,jun,0,0,0,6,18
Oceania,Kiribati,2022,jun,138,0,0,6,18
Oceania,Marshall Islands,2021,jun,0,0,0,6,18
Oceania,Micronesia (country),2022,jun,8,0,0,6,18
Oceania,Nauru,2022,jun,3391,0,0,6,18
Oceania,New Caledonia,2021,jun,1,0,0,6,18
Oceania,New Zealand,2021,jun,69,0,0,6,18
Oceania,Niue,2022,jun,0,0,0,6,18
Oceania,Northern Mariana Islands,2021,jun,0,0,0,6,18
Oceania,Palau,2022,jun,155,0,0,6,18
Oceania,Papua New Guinea,2021,jun,1188,11,1,6,18
Oceania,Pitcairn,2022,jun,0,0,0,6,18
Oceania,Samoa,2021,jun,0,0,0,6,18
Oceania,Solomon Islands,2021,jun,0,0,0,6,18
Oceania,Tokelau,2022,jun,0,0,0,6,18
Oceania,Tonga,2022,jun,657,0,0,6,18
Oceania,Tuvalu,2022,jun,0,0,0,6,18
Oceania,Vanuatu,2021,jun,0,0,0,6,18
Oceania,Wallis and Futuna,2021,jun,0,0,0,6,18
South America,Argentina,2021,jun,688590,16211,2,6,18
South America,Bolivia,2021,jun,68345,2243,3,6,18
South America,Brazil,2021,jun,2012408,55244,3,6,18
South America,Chile,2021,jun,171556,3245,2,6,18
South America,Colombia,2021,jun,834526,17770,2,6,18
South America,Ecuador,2021,jun,32467,988,3,6,18
South America,Falkland Islands,2021,jun,0,0,0,6,18
South America,Guyana,2021,jun,3103,80,3,6,18
South America,Paraguay,2021,jun,67898,3709,5,6,18
South America,Peru,2021,jun,96596,8548,9,6,18
South America,Suriname,2021,jun,6778,220,3,6,18
South America,Uruguay,2021,jun,74847,1317,2,6,18
South America,Venezuela,2021,jun,38547,473,1,6,18
Africa,Algeria,2021,jul,31766,538,2,7,19
Africa,Angola,2021,jul,3928,111,3,7,19
Africa,Benin,2021,jul,195,4,2,7,19
Africa,Botswana,2021,jul,37010,444,1,7,19
Africa,Burkina Faso,2021,jul,94,1,1,7,19
Africa,Burundi,2021,jul,1628,1,0,7,19
Africa,Cameroon,2021,jul,1206,10,1,7,19
Africa,Cape Verde,2021,jul,1334,12,1,7,19
Africa,Central African Republic,2021,jul,10,0,0,7,19
Africa,Chad,2021,jul,22,0,0,7,19
Africa,Comoros,2021,jul,92,1,1,7,19
Africa,Congo,2021,jul,590,13,2,7,19
Africa,Cote d'Ivoire,2021,jul,1830,16,1,7,19
Africa,Democratic Republic of Congo,2021,jul,9081,114,1,7,19
Africa,Djibouti,2021,jul,49,1,2,7,19
Africa,Egypt,2021,jul,2980,355,12,7,19
Africa,Equatorial Guinea,2021,jul,146,2,1,7,19
Africa,Eritrea,2021,jul,538,12,2,7,19
Africa,Eswatini,2021,jul,6895,109,2,7,19
Africa,Ethiopia,2021,jul,4191,65,2,7,19
Africa,Gabon,2021,jul,400,5,1,7,19
Africa,Gambia,2021,jul,1630,31,2,7,19
Africa,Ghana,2021,jul,7105,27,0,7,19
Africa,Guinea,2021,jul,1918,49,3,7,19
Africa,Guinea-Bissau,2021,jul,620,7,1,7,19
Africa,Kenya,2021,jul,19052,297,2,7,19
Africa,Lesotho,2021,jul,1564,45,3,7,19
Africa,Liberia,2021,jul,1504,21,1,7,19
Africa,Libya,2021,jul,55640,316,1,7,19
Africa,Madagascar,2021,jul,447,30,7,7,19
Africa,Malawi,2021,jul,16221,439,3,7,19
Africa,Mali,2021,jul,158,7,4,7,19
Africa,Mauritania,2021,jul,4883,73,1,7,19
Africa,Mauritius,2021,jul,2316,2,0,7,19
Africa,Morocco,2021,jul,92167,489,1,7,19
Africa,Mozambique,2021,jul,45624,556,1,7,19
Africa,Namibia,2021,jul,29005,1523,5,7,19
Africa,Niger,2021,jul,134,2,1,7,19
Africa,Nigeria,2021,jul,6290,29,0,7,19
Africa,Rwanda,2021,jul,31651,370,1,7,19
Africa,Saint Helena,2021,jul,0,0,0,7,19
Africa,Sao Tome and Principe,2021,jul,88,0,0,7,19
Africa,Senegal,2021,jul,19162,187,1,7,19
Africa,Seychelles,2021,jul,2657,23,1,7,19
Africa,Sierra Leone,2021,jul,708,20,3,7,19
Africa,Somalia,2021,jul,457,36,8,7,19
Africa,South Africa,2021,jul,473482,11366,2,7,19
Africa,South Sudan,2021,jul,215,2,1,7,19
Africa,Sudan,2021,jul,480,22,5,7,19
Africa,Tanzania,2021,jul,508,0,0,7,19
Africa,Togo,2021,jul,1881,23,1,7,19
Africa,Tunisia,2021,jul,169462,4727,3,7,19
Africa,Uganda,2021,jul,13950,1667,12,7,19
Africa,Zambia,2021,jul,40868,1190,3,7,19
Africa,Zimbabwe,2021,jul,58996,1743,3,7,19
Asia,Afghanistan,2021,jul,28495,1837,6,7,19
Asia,Armenia,2021,jul,5015,100,2,7,19
Asia,Azerbaijan,2021,jul,7802,49,1,7,19
Asia,Bahrain,2021,jul,3359,32,1,7,19
Asia,Bangladesh,2021,jul,336226,6182,2,7,19
Asia,Bhutan,2021,jul,415,1,0,7,19
Asia,Brunei,2021,jul,77,0,0,7,19
Asia,Cambodia,2021,jul,26858,795,3,7,19
Asia,China,2021,jul,1698,13,1,7,19
Asia,Georgia,2021,jul,53456,504,1,7,19
Asia,Hong Kong,2021,jul,61,1,2,7,19
Asia,India,2021,jul,1244190,24892,2,7,19
Asia,Indonesia,2021,jul,1231386,35628,3,7,19
Asia,Iran,2021,jul,666451,6366,1,7,19
Asia,Iraq,2021,jul,280695,1471,1,7,19
Asia,Israel,2021,jul,32241,45,0,7,19
Asia,Japan,2021,jul,127021,409,0,7,19
Asia,Jordan,2021,jul,19308,282,1,7,19
Asia,Kazakhstan,2021,jul,210158,1318,1,7,19
Asia,Kuwait,2021,jul,41144,351,1,7,19
Asia,Kyrgyzstan,2021,jul,37889,325,1,7,19
Asia,Laos,2021,jul,4178,4,0,7,19
Asia,Lebanon,2021,jul,16514,55,0,7,19
Asia,Macao,2021,jul,5,0,0,7,19
Asia,Malaysia,2021,jul,361293,3854,1,7,19
Asia,Maldives,2021,jul,3634,11,0,7,19
Asia,Mongolia,2021,jul,49669,217,0,7,19
Asia,Myanmar,2021,jul,141908,6000,4,7,19
Asia,Nepal,2021,jul,56584,745,1,7,19
Asia,North Korea,2021,jul,0,0,0,7,19
Asia,Northern Cyprus,2022,jul,0,0,0,7,19
Asia,Oman,2021,jul,27312,714,3,7,19
Asia,Pakistan,2021,jul,76429,1101,1,7,19
Asia,Palestine,2021,jul,2571,40,2,7,19
Asia,Philippines,2021,jul,176406,3227,2,7,19
Asia,Qatar,2021,jul,4168,11,0,7,19
Asia,Saudi Arabia,2021,jul,38138,418,1,7,19
Asia,Singapore,2021,jul,2402,1,0,7,19
Asia,South Korea,2021,jul,42064,77,0,7,19
Asia,Sri Lanka,2021,jul,49723,1359,3,7,19
Asia,Syria,2021,jul,448,38,8,7,19
Asia,Taiwan,2021,jul,870,139,16,7,19
Asia,Tajikistan,2021,jul,1577,31,2,7,19
Asia,Thailand,2021,jul,337986,2834,1,7,19
Asia,Timor,2021,jul,1676,3,0,7,19
Asia,Turkey,2021,jul,301393,1600,1,7,19
Asia,Turkmenistan,2022,jul,0,0,0,7,19
Asia,United Arab Emirates,2021,jul,47951,138,0,7,19
Asia,Uzbekistan,2021,jul,18650,138,1,7,19
Asia,Vietnam,2021,jul,133008,1225,1,7,19
Asia,Yemen,2021,jul,141,14,10,7,19
Europe,Albania,2021,jul,560,1,0,7,19
Europe,Andorra,2021,jul,767,1,0,7,19
Europe,Austria,2021,jul,8307,65,1,7,19
Europe,Belarus,2021,jul,28851,311,1,7,19
Europe,Belgium,2021,jul,39584,68,0,7,19
Europe,Bosnia and Herzegovina,2021,jul,633,33,5,7,19
Europe,Bulgaria,2021,jul,3225,152,5,7,19
Europe,Croatia,2021,jul,3743,53,1,7,19
Europe,Cyprus,2021,jul,26374,45,0,7,19
Europe,Czechia,2021,jul,6289,71,1,7,19
Europe,Denmark,2021,jul,23130,15,0,7,19
Europe,England,2021,jul,0,0,0,7,19
Europe,Estonia,2021,jul,2493,3,0,7,19
Europe,Faeroe Islands,2021,jul,207,1,0,7,19
Europe,Finland,2021,jul,11449,21,0,7,19
Europe,France,2021,jul,352170,795,0,7,19
Europe,Germany,2021,jul,38624,762,2,7,19
Europe,Gibraltar,2021,jul,617,0,0,7,19
Europe,Greece,2021,jul,70848,259,0,7,19
Europe,Guernsey,2022,jul,0,0,0,7,19
Europe,Hungary,2021,jul,1363,34,2,7,19
Europe,Iceland,2021,jul,1310,0,0,7,19
Europe,Ireland,2021,jul,29068,37,0,7,19
Europe,Isle of Man,2021,jul,2720,0,0,7,19
Europe,Italy,2021,jul,90119,497,1,7,19
Europe,Jersey,2022,jul,0,0,0,7,19
Europe,Kosovo,2021,jul,607,7,1,7,19
Europe,Latvia,2021,jul,1434,43,3,7,19
Europe,Liechtenstein,2021,jul,56,0,0,7,19
Europe,Lithuania,2021,jul,4044,25,1,7,19
Europe,Luxembourg,2021,jul,3083,4,0,7,19
Europe,Malta,2021,jul,3672,3,0,7,19
Europe,Moldova,2021,jul,2744,61,2,7,19
Europe,Monaco,2021,jul,312,0,0,7,19
Europe,Montenegro,2021,jul,1675,17,1,7,19
